Seq_ID,Protein_names,Protein_families,superkingdom,kingdom,phylum,class,order,family,genus,species,Uniprot_Entry,Gene_Names,Organism,Length,EC_number,RefSeq,AlphaFoldDB,PDB
W5C1I8_WHEAT,,,,,,,,,,,W5C1I8,,,,,,,
B2J731_NOSP7,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostocpunctiforme,B2J731,Npun_R0460,Nostocpunctiforme(strainATCC29133/PCC73102),223,,WP_012407265.1;,B2J731;,
S9Z1L8_CAMFR,,,,,,,,,,,S9Z1L8,,,,,,,
W5EH56_WHEAT,,,,,,,,,,,W5EH56,,,,,,,
E2C6G0_HARSA,Protein rhomboid,Peptidase S54 family,Eukaryota,Metazoa,Hexapoda,Neoptera,Aculeata,Ponerinae,Harpegnathos,,E2C6G0,EAI_05368,Harpegnathossaltator(Jerdon'sjumpingant),217,,,E2C6G0;,
M7Z757_TRIUA,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Pooideae,Triticum,,M7Z757,TRIUR3_19426,Triticumurartu(Redwildeinkorn)(Crithodiumurartu),302,3.4.21.105,,M7Z757;,
W5FZT3_WHEAT,,,,,,,,,,,W5FZT3,,,,,,,
B5HQK5_STRX2,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomycessviceus,B5HQK5,SSEG_01690,Streptomycessviceus(strainATCC29083/DSM924/JCM4929/NBRC13980/NCIMB11184/NRRL5439/UC5370),305,,WP_007381355.1;,B5HQK5;,
C9P0U0_VIBME,,,,,,,,,,,C9P0U0,,,,,,,
D7LWE1_ARALL,Rhomboid family protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsislyrata,D7LWE1,ARALYDRAFT_486418,Arabidopsislyratasubsp.lyrata(Lyre-leavedrock-cress),269,,XP_002876508.1;,D7LWE1;,
A0A0M8VB18_9ACTN,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedStreptomyces,Kitasatosporales,Streptomycetaceae,Streptomyces,,A0A0M8VB18,ADL01_34585,Streptomycessp.NRRLWC-3618,297,,WP_053745982.1;,A0A0M8VB18;,
K4ACL9_SETIT,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Panicoideae,Setaria,,K4ACL9,LOC101769352SETIT_9G567800v2,Setariaitalica(Foxtailmillet)(Panicumitalicum),324,3.4.21.105,XP_004985988.1;,,
D7I2X3_PSESS,,,,,,,,,,,D7I2X3,,,,,,,
B8AD89_ORYSI,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Oryzoideae,Oryza,Oryzasativa,B8AD89,OsI_00380,Oryzasativasubsp.indica(Rice),428,3.4.21.105,,B8AD89;,
E6WH17_PANSA,Rhomboid protease GlpG,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedPantoea,Enterobacterales,Erwiniaceae,Pantoea,,E6WH17,glpGPat9b_3715,Pantoeasp.(strainAt-9b),276,3.4.21.105,,E6WH17;,
E1FGI5_LOALO,,,,,,,,,,,E1FGI5,,,,,,,
A0A0A8EN79_9ACTN,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedStreptomyces,Kitasatosporales,Streptomycetaceae,Streptomyces,,A0A0A8EN79,GZL_04696,Streptomycessp.769,304,,WP_039634761.1;,A0A0A8EN79;,
A0A0B0MRY8_GOSAR,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Malvales,Malvoideae,Gossypium,,A0A0B0MRY8,F383_28984,Gossypiumarboreum(Treecotton)(Gossypiumnanking),326,3.4.21.105,XP_017624460.1;,A0A0B0MRY8;,
G3PKD2_GASAC,Rhomboid-related protein 2 (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Teleostei,Gasterosteales,Gasterosteidae,Gasterosteus,Gasterosteusaculeatus,G3PKD2,,Gasterosteusaculeatusaculeatus(three-spinedstickleback),298,3.4.21.105,,G3PKD2;,
F9T6B6_9VIBR,Intramembrane serine protease GlpG,,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibriotubiashii,F9T6B6,IX91_14550,VibriotubiashiiATCC19109,276,,WP_004745049.1;,F9T6B6;,
A0A072VDE3_MEDTR,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Fabales,Papilionoideae,Medicago,,A0A072VDE3,11414014MTR_2g097210,Medicagotruncatula(Barrelmedic)(Medicagotribuloides),300,3.4.21.105,XP_013465413.1;,A0A072VDE3;,
B4NQ62_DROWI,EF-hand domain-containing protein,Peptidase S54 family,Eukaryota,Metazoa,Hexapoda,Neoptera,Muscomorpha,Drosophilinae,Sophophora,,B4NQ62,Dwil\GK15930Dwil_GK15930,Drosophilawillistoni(Fruitfly),418,,XP_002075301.1;,B4NQ62;,
A0A094E673_9PEZI,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,unclassifiedPseudogymnoascus,Thelebolales,Thelebolaceae,Pseudogymnoascus,,A0A094E673,V497_00525,Pseudogymnoascussp.VKMF-4516(FW-969),583,3.4.21.105,,A0A094E673;,
M4DEE1_BRACM,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Brassica,,M4DEE1,,Brassicacampestris(Fieldmustard),424,3.4.21.105,,M4DEE1;,
A0A096NKH7_PAPAN,,,,,,,,,,,A0A096NKH7,,,,,,,
A0A0N1NQ87_9ACTN,"Peptidase S54, rhomboid domain containing protein",,Bacteria,Bacillati,Actinomycetota,unclassifiedActinomycetes,,,,,A0A0N1NQ87,OV320_7469,ActinobacteriabacteriumOV320,261,,,A0A0N1NQ87;,
A0A0E0MIE3_ORYPU,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Oryzoideae,Oryza,,A0A0E0MIE3,,Oryzapunctata(Redrice),800,3.4.21.105,,A0A0E0MIE3;,
A0A0G0XGX1_9BACT,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,,unclassifiedMicrogenomatesgroup,,,,,A0A0G0XGX1,UU81_C0022G0007,MicrogenomatesgroupbacteriumGW2011_GWC1_41_8,231,,,A0A0G0XGX1;,
A0A0D9YIK7_9ORYZ,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Oryzoideae,Oryza,,A0A0D9YIK7,,Oryzaglumipatula,273,,,A0A0D9YIK7;,
F7C7A4_CALJA,Rhomboid-related protein 2 (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Mammalia,Platyrrhini,Callitrichinae,Callithrix,,F7C7A4,RHBDL2,Callithrixjacchus(White-tufted-earmarmoset),303,3.4.21.105,XP_017830070.1;,,
A0A067KTP2_JATCU,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Malpighiales,Crotonoideae,Jatropha,,A0A067KTP2,JCGZ_09073,Jatrophacurcas(Barbadosnut),392,3.4.21.105,XP_012074937.1;,A0A067KTP2;,
V4T160_CITCL,UBA domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Sapindales,Aurantioideae,Citrus,,V4T160,CICLE_v10011870mg,Citrusclementina(Clementine)(CitrusdeliciosaxCitrussinensis),408,,XP_006429971.1;,V4T160;,
M1W7R3_CLAP2,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Clavicepspurpurea,M1W7R3,CPUR_02310,Clavicepspurpurea(strain20.1)(Ergotfungus)(Sphaceliasegetum),478,3.4.21.105,,M1W7R3;,
K3XHN9_SETIT,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Panicoideae,Setaria,,K3XHN9,SETIT_5G101700v2,Setariaitalica(Foxtailmillet)(Panicumitalicum),452,3.4.21.105,,,
B8HRW5_CYAP4,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,unclassifiedCyanothece,Gomontiellales,Cyanothecaceae,Cyanothece,,B8HRW5,Cyan7425_0228,Cyanothecesp.(strainPCC7425/ATCC29141),237,,,B8HRW5;,
A0A077RVP2_WHEAT,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Pooideae,Triticum,,A0A077RVP2,TRAES_3BF083000080CFD_c1,Triticumaestivum(Wheat),374,3.4.21.105,,,
A0A024WX31_PLAFA,Rhomboid-like protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Eukaryota,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodiumfalciparum,A0A024WX31,PFMALIP_00988,PlasmodiumfalciparumMaliPS096_E11,715,3.4.21.105,,A0A024WX31;,
A0A0E0N671_ORYRU,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Oryzoideae,Oryza,,A0A0E0N671,,Oryzarufipogon(Brownbeardrice)(Asianwildrice),273,,,A0A0E0N671;,
U7PPX8_SPOS1,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrixschenckii,U7PPX8,HMPREF1624_06739,Sporothrixschenckii(strainATCC58251/dePerez2211183)(Rose-picker'sdiseasefungus),585,3.4.21.105,,U7PPX8;,
F1QAX9_DANRE,rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Teleostei,Cyprinoidei,Danioninae,Danio,,F1QAX9,rhbdl2zgc:55533,Daniorerio(Zebrafish)(Brachydaniorerio),293,3.4.21.105,XP_005158427.1;XP_005158427.1;XP_009290740.1;XP_009290740.1;XP_068070124.1;,,
R6XVX3_9BACT,Peptidase S54 family,,Bacteria,Bacteria,Bacteroidota,unclassifiedPrevotella,Bacteroidales,Prevotellaceae,Prevotella,,R6XVX3,BN769_00524,Prevotellasp.CAG:732,316,,,R6XVX3;,
A0A086TDA5_HAPC1,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Hypocreomycetidae,Hypocreales,Bionectriaceae,Hapsidospora,Hapsidosporachrysogena,A0A086TDA5,ACRE_017150,Hapsidosporachrysogenum(strainATCC11550/CBS779.69/DSM880/IAM14645/JCM23072/IMI49137)(Acremoniumchrysogenum),532,3.4.21.105,,A0A086TDA5;,
B9T4C7_RICCO,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Malpighiales,Acalyphoideae,Ricinus,,B9T4C7,RCOM_0203460,Ricinuscommunis(Castorbean),408,3.4.21.105,XP_002533096.1;,B9T4C7;,
M0WRA9_HORVV,,,,,,,,,,,M0WRA9,,,,,,,
A0A078D163_BRANA,,,,,,,,,,,A0A078D163,,,,,,,
Q28CT5_XENTR,rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Amphibia,Anura,Xenopodinae,Silurana,,Q28CT5,rhbdl2TNeu024c23.1-001,Xenopustropicalis(Westernclawedfrog)(Siluranatropicalis),290,3.4.21.105,NP_001016521.1;,,
G0R6Z8_HYPJQ,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Hypocreajecorina,G0R6Z8,TRIREDRAFT_119887,Hypocreajecorina(strainQM6a)(Trichodermareesei),515,3.4.21.105,XP_006961875.1;,G0R6Z8;,
A6QPK1_BOVIN,Rhomboid-related protein 2 (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Mammalia,Pecora,Bovinae,Bos,,A6QPK1,RHBDL2,Bostaurus(Bovine),303,3.4.21.105,NP_001095484.1;XP_015321719.1;XP_015321720.1;,,
A0A096RY76_MAIZE,,,,,,,,,,,A0A096RY76,,,,,,,
A0A0D9RIQ6_CHLSB,rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Mammalia,Catarrhini,Cercopithecinae,Chlorocebus,,A0A0D9RIQ6,RHBDL1,Chlorocebussabaeus(Greenmonkey)(Simiasabaea),438,3.4.21.105,XP_007978716.1;,A0A0D9RIQ6;,
M1BCD8_SOLTU,Rhomboid protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Solanales,Solanoideae,Solanum,,M1BCD8,,Solanumtuberosum(Potato),271,,XP_015165664.1;XP_015165665.1;,M1BCD8;,
R0I9M7_9BRAS,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Capsella,,R0I9M7,CARUB_v10011881mg,Capsellarubella,339,,XP_006306211.1;,R0I9M7;,
A0A094FHS7_9PEZI,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,unclassifiedPseudogymnoascus,Thelebolales,Thelebolaceae,Pseudogymnoascus,,A0A094FHS7,V498_06850,Pseudogymnoascussp.VKMF-4517(FW-2822),501,3.4.21.105,,A0A094FHS7;,
M0WRB0_HORVV,,,,,,,,,,,M0WRB0,,,,,,,
A0A0N1GAV0_9ACTN,"Peptidase S54, rhomboid domain containing protein",Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedActinomycetes,,,,,A0A0N1GAV0,OK074_7807,ActinobacteriabacteriumOK074,320,,,A0A0N1GAV0;,
A0A087GZ71_ARAAL,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Arabis,,A0A087GZ71,AALP_Aa5g249200,Arabisalpina(Alpinerock-cress),269,,,A0A087GZ71;,
H0W628_CAVPO,Rhomboid-related protein 1 (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Mammalia,Hystricomorpha,Caviidae,Cavia,,H0W628,RHBDL1,Caviaporcellus(Guineapig),373,3.4.21.105,XP_003478471.1;,H0W628;,
V4US16_CITCL,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Sapindales,Aurantioideae,Citrus,,V4US16,CICLE_v10011927mg,Citrusclementina(Clementine)(CitrusdeliciosaxCitrussinensis),391,3.4.21.105,XP_006429099.1;,V4US16;,
A0A0E0QU31_ORYRU,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Oryzoideae,Oryza,,A0A0E0QU31,,Oryzarufipogon(Brownbeardrice)(Asianwildrice),323,3.4.21.105,,A0A0E0QU31;,
A0A0M2KKZ1_9GAMM,Rhomboid protease GlpG,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,A0A0M2KKZ1,glpGAV903_21595SY86_19845,Erwiniatracheiphila,272,3.4.21.105,WP_040465502.1;,A0A0M2KKZ1;,
V7AM94_PHAVU,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Fabales,Papilionoideae,Phaseolus,,V7AM94,PHAVU_010G009600g,Phaseolusvulgaris(Kidneybean)(Frenchbean),383,3.4.21.105,XP_007133989.1;,V7AM94;,
A0A0E0M1Y8_ORYPU,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Oryzoideae,Oryza,,A0A0E0M1Y8,,Oryzapunctata(Redrice),173,,,A0A0E0M1Y8;,
M0WRA8_HORVV,,,,,,,,,,,M0WRA8,,,,,,,
T1MF88_TRIUA,,,,,,,,,,,T1MF88,,,,,,,
A0A0D9W8D0_9ORYZ,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Oryzoideae,Leersia,,A0A0D9W8D0,,Leersiaperrieri,337,3.4.21.105,,A0A0D9W8D0;,
A0A0D3E3U1_BRAOL,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassicaoleracea,A0A0D3E3U1,,Brassicaoleraceavar.oleracea,315,3.4.21.105,XP_013608691.1;,A0A0D3E3U1;,
A0A0F2LWJ4_SPOSC,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrixschenckii,A0A0F2LWJ4,SPSK_01099,Sporothrixschenckii1099-18,585,3.4.21.105,XP_016583880.1;,A0A0F2LWJ4;,
A0A0F5VSA6_9ACTN,Membrane protein,,Bacteria,Bacillati,Actinomycetota,unclassifiedStreptomyces,Kitasatosporales,Streptomycetaceae,Streptomyces,,A0A0F5VSA6,TN53_26760,Streptomycessp.WM6386,246,,WP_046261280.1;,A0A0F5VSA6;,
Q29IP2_DROPS,Protein rhomboid,Peptidase S54 family,Eukaryota,Metazoa,Hexapoda,Neoptera,Muscomorpha,Drosophilinae,Sophophora,Drosophilapseudoobscura,Q29IP2,LOC4816030,Drosophilapseudoobscurapseudoobscura(Fruitfly),417,,XP_001355552.1;,Q29IP2;,
T5A8H8_OPHSC,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordycepssinensis,T5A8H8,OCS_05394,Ophiocordycepssinensis(strainCo18/CGMCC3.14243)(Yarsagumbacaterpillarfungus)(Hirsutellasinensis),516,3.4.21.105,,T5A8H8;,
A0A0D4DV13_9ACTN,,,,,,,,,,,A0A0D4DV13,,,,,,,
E6SQ38_BACT6,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroideshelcogenes,E6SQ38,Bache_0928,Bacteroideshelcogenes(strainATCC35417/DSM20613/JCM6297/CCUG15421/P36-108),227,,WP_013546556.1;,E6SQ38;,
M0RY00_MUSAM,,,,,,,,,,,M0RY00,,,,,,,
G3SQM3_LOXAF,Rhomboid-related protein 2 (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Mammalia,Proboscidea,Elephantidae,Loxodonta,,G3SQM3,RHBDL2,Loxodontaafricana(Africanelephant),303,3.4.21.105,XP_003415561.1;,G3SQM3;,
M3YX19_MUSPF,rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Mammalia,Caniformia,Mustelinae,Mustela,Mustelaputorius,M3YX19,RHBDL1,Mustelaputoriusfuro(Europeandomesticferret)(Mustelafuro),366,3.4.21.105,XP_012910763.1;,M3YX19;,
W5MEX2_LEPOC,Rhomboid-related protein 2 (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Holostei,Semionotiformes,Lepisosteidae,Lepisosteus,,W5MEX2,,Lepisosteusoculatus(Spottedgar),289,3.4.21.105,XP_006631583.1;XP_015204374.1;XP_015204376.1;,W5MEX2;,
A0A0C5G3M8_9ACTN,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomycescyaneogriseus,A0A0C5G3M8,TU94_16405,Streptomycescyaneogriseussubsp.noncyanogenus,304,,WP_044382694.1;,A0A0C5G3M8;,
H2P3Y6_PONAB,RHBDD3 isoform 1 (Rhomboid domain containing 3),,Eukaryota,Metazoa,Craniata,Mammalia,Catarrhini,Ponginae,Pongo,,H2P3Y6,RHBDD3CR201_G0024440,Pongoabelii(Sumatranorangutan)(Pongopygmaeusabelii),386,,,,
A0A010R4T6_9PEZI,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichumfioriniae,A0A010R4T6,CFIO01_07559,ColletotrichumfioriniaePJ7,574,3.4.21.105,XP_007601103.1;,A0A010R4T6;,
Q5FIZ9_LACAC,Putative membrane protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillusacidophilus,Q5FIZ9,LBA1506,Lactobacillusacidophilus(strainATCC700396/NCK56/N2/NCFM),226,,WP_011254484.1;YP_194356.1;,Q5FIZ9;,
M7BNP6_CHEMY,rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Testudinata,Cryptodira,Cheloniidae,Chelonia,,M7BNP6,UY3_03239,Cheloniamydas(Greensea-turtle)(Cheloniaagassizi),427,3.4.21.105,,M7BNP6;,
I1QPH6_ORYGL,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Oryzoideae,Oryza,,I1QPH6,,Oryzaglaberrima(Africanrice),349,,,I1QPH6;,
M4CS34_BRACM,Gamma-tubulin complex component,TUBGCP family; Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Brassica,,M4CS34,,Brassicacampestris(Fieldmustard),1000,,,M4CS34;,
A0A024WBV6_PLAFA,Rhomboid-like protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Eukaryota,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodiumfalciparum,A0A024WBV6,PFTANZ_01064,PlasmodiumfalciparumTanzania(2000708),757,3.4.21.105,,A0A024WBV6;,
K9XGC4_9CHRO,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,unclassifiedGloeocapsa,Chroococcales,Chroococcaceae,Gloeocapsa,,K9XGC4,Glo7428_2653,Gloeocapsasp.PCC7428,237,,WP_015189026.1;,K9XGC4;,
K9UXY3_9CYAN,"Peptidase S54, rhomboid domain protein",Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,unclassifiedCalothrix,Nostocales,Calotrichaceae,Calothrix,,K9UXY3,Cal6303_1258,Calothrixsp.PCC6303,239,,WP_015196970.1;,K9UXY3;,
W5FX12_WHEAT,,,,,,,,,,,W5FX12,,,,,,,
I1HAI3_BRADI,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Pooideae,Brachypodium,,I1HAI3,LOC100824334BRADI_1g77450v3,Brachypodiumdistachyon(Purplefalsebrome)(Trachyniadistachya),331,3.4.21.105,XP_003558972.1;,,
D7T014_VITVI,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Vitales,Vitaceae,Vitis,,D7T014,VIT_12s0034g01410,Vitisvinifera(Grape),330,,XP_002273377.1;,D7T014;,
A0A0A0K961_CUCSA,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,,A0A0A0K961,Csa_6G081460,Cucumissativus(Cucumber),271,,XP_011656727.1;,A0A0A0K961;,
V6KJA6_STRRC,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomycesroseochromogenussubsp.oscitans,Streptomycesroseochromogenussubsp.oscitans,V6KJA6,M878_21390,Streptomycesroseochromogenussubsp.oscitansDS12.976,298,,WP_023548436.1;,V6KJA6;,
A0A094IWV3_9PEZI,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,unclassifiedPseudogymnoascus,Thelebolales,Thelebolaceae,Pseudogymnoascus,,A0A094IWV3,V502_00839,Pseudogymnoascussp.VKMF-4520(FW-2644),516,3.4.21.105,,A0A094IWV3;,
Q82A67_STRAW,Membrane protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomycesavermitilis,Q82A67,SAVERM_6192,Streptomycesavermitilis(strainATCC31267/DSM46492/JCM5070/NBRC14893/NCIMB12804/NRRL8165/MA-4680),321,,,Q82A67;,
F7DMC9_HORSE,,,,,,,,,,,F7DMC9,,,,,,,
I1NU86_ORYGL,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Oryzoideae,Oryza,,I1NU86,,Oryzaglaberrima(Africanrice),273,,,I1NU86;,
A0A067JDK7_JATCU,UBA domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Malpighiales,Crotonoideae,Jatropha,,A0A067JDK7,JCGZ_03060,Jatrophacurcas(Barbadosnut),403,,XP_012090870.1;XP_012090871.1;,A0A067JDK7;,
A0A087GQU2_ARAAL,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Arabis,,A0A087GQU2,AALP_Aa6g216700,Arabisalpina(Alpinerock-cress),278,3.4.21.105,,A0A087GQU2;,
A0A067FXB8_CITSI,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Sapindales,Aurantioideae,Citrus,,A0A067FXB8,CISIN_1g015601mg,Citrussinensis(Sweetorange)(Citrusaurantiumvar.sinensis),381,,,A0A067FXB8;,
A0A0J7ZES6_STRVR,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,A0A0J7ZES6,ACM01_13485,Streptomycesviridochromogenes,295,,WP_048581429.1;,A0A0J7ZES6;,
C5X293_SORBI,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Panicoideae,Sorghum,,C5X293,SORBI_3002G223700,Sorghumbicolor(Sorghum)(Sorghumvulgare),341,,XP_002460320.1;,C5X293;,
A0A0M0U7P2_9PEZI,,,,,,,,,,,A0A0M0U7P2,,,,,,,
A0A0H5S814_BRUMA,,,,,,,,,,,A0A0H5S814,,,,,,,
