From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	EC number	Active site	Binding site	Catalytic activity	Gene Ontology (GO)	3D	Protein families	RefSeq	AlphaFoldDB	PDB	Pfam
A0A199VTL2	A0A199VTL2	unreviewed	A0A199VTL2_ANACO	dihydrofolate reductase (EC 1.5.1.3)	ACMD2_18843	Ananas comosus (Pineapple) (Ananas ananas)	146	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Bromeliaceae (family), Bromelioideae (subfamily), Ananas (genus)	1.5.1.3				mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]				A0A199VTL2;		PF00186;
A0A2R4A162	A0A2R4A162	unreviewed	A0A2R4A162_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	61 PBI_DIDGERIDOO_61	Microbacterium phage Didgeridoo	191	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Dismasvirus (genus), unclassified Dismasvirus (no rank)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]						PF00186;
A0A118JVF4	A0A118JVF4	unreviewed	A0A118JVF4_CYNCS	Bifunctional dihydrofolate reductase-thymidylate synthase	Ccrd_004734	Cynara cardunculus var. scolymus (Globe artichoke) (Cynara scolymus)	502	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), campanulids (clade), Asterales (order), Asteraceae (family), Carduoideae (subfamily), Cardueae (tribe), Carduinae (subtribe), Cynara (genus), Cynara cardunculus (species), Cynara cardunculus subsp. cardunculus (subspecies)		ACT_SITE 384; /evidence="ECO:0000256|PIRSR:PIRSR000389-1, ECO:0000256|PROSITE-ProRule:PRU10016"		CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873}; CATALYTIC ACTIVITY: Reaction=dUMP + (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate = 7,8-dihydrofolate + dTMP; Xref=Rhea:RHEA:12104, ChEBI:CHEBI:15636, ChEBI:CHEBI:57451, ChEBI:CHEBI:63528, ChEBI:CHEBI:246422; EC=2.1.1.45; Evidence={ECO:0000256|ARBA:ARBA00047344};	cytosol [GO:0005829]; mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Thymidylate synthase family; Dihydrofolate reductase family		A0A118JVF4;		PF00186;PF00303;
A0A1A6H2B2	A0A1A6H2B2	unreviewed	A0A1A6H2B2_NEOLE	dihydrofolate reductase (EC 1.5.1.3)	A6R68_13000	Neotoma lepida (Desert woodrat)	128	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Cricetidae (family), Neotominae (subfamily), Neotoma (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873};	mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A1A6H2B2;		PF00186;
A0A238C4P6	A0A238C4P6	unreviewed	A0A238C4P6_9BILA	dihydrofolate reductase (EC 1.5.1.3)	X798_00082	Onchocerca flexuosa	168	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Spirurina (suborder), Spiruromorpha (infraorder), Filarioidea (superfamily), Onchocercidae (family), Onchocerca (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873};	mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A238C4P6;		PF00186;
D9I6G7	D9I6G7	unreviewed	D9I6G7_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	frd Acj133p233	Acinetobacter phage 133	173	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Acinetobacter virus 133 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	YP_004300814.1;			PF00186;
A0A5A9P2Z9	A0A5A9P2Z9	unreviewed	A0A5A9P2Z9_9TELE	dihydrofolate reductase (EC 1.5.1.3)	E1301_Tti008862	Triplophysa tibetana	193	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Otomorpha (cohort), Ostariophysi (subcohort), Otophysi (clade), Cypriniphysae (superorder), Cypriniformes (order), Cobitoidei (suborder), Nemacheilidae (family), Triplophysa (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873};	mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]				A0A5A9P2Z9;		PF00186;
A0A2Z5ZCU9	A0A2Z5ZCU9	unreviewed	A0A2Z5ZCU9_9CAUD	dihydrofolate reductase (EC 1.5.1.3)		Escherichia phage EcS1	202	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Kagamiyamavirus (genus), Kagamiyamavirus ecs1 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family				PF00186;
A0A0K2QQK2	A0A0K2QQK2	unreviewed	A0A0K2QQK2_9CAUD	Putative dihydrofolate reductase		Ralstonia phage RSF1	192	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Chiangmaivirus (genus), Chiangmaivirus RSF1 (species)					dihydrofolate reductase activity [GO:0004146]; tetrahydrofolate biosynthetic process [GO:0046654]			YP_009207882.1;			PF00186;
A0A5P8PG74	A0A5P8PG74	unreviewed	A0A5P8PG74_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	JC221_007	Yersinia phage JC221	191	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), unclassified Straboviridae (no rank)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]						PF00186;
A8Q785	A8Q785	unreviewed	A8Q785_MALGO	Dihydrofolate reductase (EC 1.5.1.3)	MGL_3313	Malassezia globosa (strain ATCC MYA-4612 / CBS 7966) (Dandruff-associated fungus)	294	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Malasseziomycetes (class), Malasseziales (order), Malasseziaceae (family), Malassezia (genus), Malassezia globosa (species)	1.5.1.3				mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	XP_001729769.1;	A8Q785;		PF00186;
Q4DLS1	Q4DLS1	unreviewed	Q4DLS1_TRYCC	Bifunctional dihydrofolate reductase-thymidylate synthase	Tc00.1047053509153.90	Trypanosoma cruzi (strain CL Brener)	521	cellular organisms (no rank), Eukaryota (superkingdom), Discoba (clade), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Trypanosoma (genus), Schizotrypanum (subgenus), Trypanosoma cruzi (species)		ACT_SITE 403; /evidence="ECO:0000256|PIRSR:PIRSR000389-1, ECO:0000256|PROSITE-ProRule:PRU10016"	BINDING 26; /ligand="(6S)-5,6,7,8-tetrahydrofolate"; /ligand_id="ChEBI:CHEBI:57453"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 28; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 35; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 48; /ligand="(6S)-5,6,7,8-tetrahydrofolate"; /ligand_id="ChEBI:CHEBI:57453"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 53; /ligand="(6S)-5,6,7,8-tetrahydrofolate"; /ligand_id="ChEBI:CHEBI:57453"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 78; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 79; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 80; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 83; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 94; /ligand="(6S)-5,6,7,8-tetrahydrofolate"; /ligand_id="ChEBI:CHEBI:57453"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 100; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 101; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 156; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 157; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 158; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 160; /ligand="(6S)-5,6,7,8-tetrahydrofolate"; /ligand_id="ChEBI:CHEBI:57453"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 383; /ligand="dUMP"; /ligand_id="ChEBI:CHEBI:246422"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 384; /ligand="dUMP"; /ligand_id="ChEBI:CHEBI:246422"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 404; /ligand="dUMP"; /ligand_id="ChEBI:CHEBI:246422"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 423; /ligand="dUMP"; /ligand_id="ChEBI:CHEBI:246422"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 424; /ligand="dUMP"; /ligand_id="ChEBI:CHEBI:246422"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 426; /ligand="dUMP"; /ligand_id="ChEBI:CHEBI:246422"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 434; /ligand="dUMP"; /ligand_id="ChEBI:CHEBI:246422"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 464; /ligand="dUMP"; /ligand_id="ChEBI:CHEBI:246422"; /evidence="ECO:0007829|PDB:5T7O"; BINDING 466; /ligand="dUMP"; /ligand_id="ChEBI:CHEBI:246422"; /evidence="ECO:0007829|PDB:5T7O"	CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873}; CATALYTIC ACTIVITY: Reaction=dUMP + (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate = 7,8-dihydrofolate + dTMP; Xref=Rhea:RHEA:12104, ChEBI:CHEBI:15636, ChEBI:CHEBI:57451, ChEBI:CHEBI:63528, ChEBI:CHEBI:246422; EC=2.1.1.45; Evidence={ECO:0000256|ARBA:ARBA00047344};	cytosol [GO:0005829]; mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; nucleotide binding [GO:0000166]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	X-ray crystallography (1)	Thymidylate synthase family; Dihydrofolate reductase family	XP_815327.1;	Q4DLS1;	5T7O;	PF00186;PF00303;
K8Z3B1	K8Z3B1		K8Z3B1_NANGC	deleted															
A0A0A7HCC3	A0A0A7HCC3	unreviewed	A0A0A7HCC3_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	frd VR20_245	Escherichia phage vB_EcoM_VR20	193	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Gaprivervirus (genus), Gaprivervirus vr20 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	YP_009207424.1;			PF00186;
A7HNA2	A7HNA2	unreviewed	A7HNA2_FERNB	dihydrofolate reductase (EC 1.5.1.3)	Fnod_1542	Fervidobacterium nodosum (strain ATCC 35602 / DSM 5306 / Rt17-B1)	197	cellular organisms (no rank), Bacteria (superkingdom), Thermotogota (phylum), Thermotogae (class), Thermotogales (order), Fervidobacteriaceae (family), Fervidobacterium (genus), Fervidobacterium nodosum (species)	1.5.1.3				cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A7HNA2;		PF00186;
A0A210QW70	A0A210QW70	unreviewed	A0A210QW70_MIZYE	dihydrofolate reductase (EC 1.5.1.3)	KP79_PYT16355	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	191	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Mollusca (phylum), Bivalvia (class), Autobranchia (subclass), Pteriomorphia (clade), Pectinida (order), Pectinoidea (superfamily), Pectinidae (family), Mizuhopecten (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873};	mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A210QW70;		PF00186;
A0A1Z5TB96	A0A1Z5TB96	unreviewed	A0A1Z5TB96_HORWE	Dihydrofolate reductase (EC 1.5.1.3)	BTJ68_05991	Hortaea werneckii EXF-2000	194	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Teratosphaeriaceae (family), Hortaea (genus), Hortaea werneckii (species)	1.5.1.3				mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]				A0A1Z5TB96;		PF00186;
A0A0A7HD81	A0A0A7HD81	unreviewed	A0A0A7HD81_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	frd VR25_249	Escherichia phage vB_EcoM_VR25	193	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Gaprivervirus (genus), Gaprivervirus vr25 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	YP_009209991.1;			PF00186;
E5FJ13	E5FJ13	unreviewed	E5FJ13_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	frd VR7_gp249	Escherichia phage vB_EcoM_VR7	193	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Gaprivervirus (genus), Gaprivervirus vr7 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	YP_004063930.1;			PF00186;
V3ZNC2	V3ZNC2	unreviewed	V3ZNC2_LOTGI	dihydrofolate reductase (EC 1.5.1.3)	LOTGIDRAFT_162345	Lottia gigantea (Giant owl limpet)	180	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Mollusca (phylum), Gastropoda (class), Patellogastropoda (subclass), Lottioidea (superfamily), Lottiidae (family), Lottia (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873};	mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]			XP_009056553.1;	V3ZNC2;		PF00186;
A0A7D7JB57	A0A7D7JB57	unreviewed	A0A7D7JB57_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	CJ20_093	Escherichia phage CJ20	198	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Gaprivervirus (genus), unclassified Gaprivervirus (no rank)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family				PF00186;
E9GAU4	E9GAU4	unreviewed	E9GAU4_DAPPU	dihydrofolate reductase (EC 1.5.1.3)	DAPPUDRAFT_240087	Daphnia pulex (Water flea)	202	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Crustacea (subphylum), Branchiopoda (class), Phyllopoda (subclass), Diplostraca (order), Cladocera (suborder), Anomopoda (infraorder), Daphniidae (family), Daphnia (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873};	mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]				E9GAU4;		PF00186;
A0A1Y1ZKG8	A0A1Y1ZKG8	unreviewed	A0A1Y1ZKG8_9PLEO	Dihydrofolate reductase (EC 1.5.1.3)	BCR34DRAFT_340616	Clohesyomyces aquaticus	238	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Lindgomycetaceae (family), Clohesyomyces (genus)	1.5.1.3				mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A1Y1ZKG8;		PF00186;
A0A067ZKJ2	A0A067ZKJ2	unreviewed	A0A067ZKJ2_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	PhAPEC2_223	Escherichia phage vB_EcoM_PhAPEC2	195	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Mosigvirus (genus), Mosigvirus phapec2 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	YP_009056815.1;			PF00186;
A0A6A6Y874	A0A6A6Y874	unreviewed	A0A6A6Y874_9PEZI	Dihydrofolate reductase (EC 1.5.1.3)	BDZ99DRAFT_345219	Mytilinidion resinicola	227	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Mytilinidiales (order), Mytilinidiaceae (family), Mytilinidion (genus)	1.5.1.3				mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	XP_033570981.1;			PF00186;
